A2M	CTSB	9606.ENSP00000323929	9606.ENSP00000345672	0	0	0	0	0.084	0	0	0.758	0.768
ABCA7	RIN3	9606.ENSP00000263094	9606.ENSP00000216487	0	0	0	0	0.100	0	0	0.667	0.687
ABCA7	APOA1	9606.ENSP00000263094	9606.ENSP00000236850	0	0	0	0	0	0	0.900	0.925	0.992
ABCA7	APOE	9606.ENSP00000263094	9606.ENSP00000252486	0	0	0	0	0.047	0	0	0.773	0.774
ABCA7	SORL1	9606.ENSP00000263094	9606.ENSP00000260197	0	0	0	0	0.083	0	0	0.833	0.841
ABCA7	ADAM10	9606.ENSP00000263094	9606.ENSP00000260408	0	0	0	0	0	0	0	0.644	0.644
ABCA7	CD33	9606.ENSP00000263094	9606.ENSP00000262262	0	0	0	0	0.049	0	0	0.766	0.767
ABCA7	BACE1	9606.ENSP00000263094	9606.ENSP00000318585	0	0	0	0	0	0	0	0.482	0.482
ABCA7	TOMM40	9606.ENSP00000263094	9606.ENSP00000410339	0	0	0	0	0	0	0	0.507	0.507
ABCA7	MAPT	9606.ENSP00000263094	9606.ENSP00000340820	0	0	0	0	0	0	0	0.574	0.574
ABCA7	MS4A8	9606.ENSP00000263094	9606.ENSP00000300226	0	0	0	0	0	0	0	0.621	0.621
ABCA7	CR1L	9606.ENSP00000263094	9606.ENSP00000421736	0	0	0	0	0.056	0.045	0	0.625	0.633
ABCA7	PTK2B	9606.ENSP00000263094	9606.ENSP00000380638	0	0	0	0	0.138	0	0	0.598	0.638
ABCA7	PLD3	9606.ENSP00000263094	9606.ENSP00000387050	0	0	0	0	0.065	0	0	0.647	0.656
ABCA7	FERMT2	9606.ENSP00000263094	9606.ENSP00000342858	0	0	0	0	0	0	0	0.670	0.670
ABCA7	INPP5D	9606.ENSP00000263094	9606.ENSP00000405338	0	0	0	0	0.073	0	0	0.665	0.676
ABCA7	HLA-DRB5	9606.ENSP00000263094	9606.ENSP00000364114	0	0	0	0	0.055	0.045	0	0.673	0.679
ABCA7	PSEN1	9606.ENSP00000263094	9606.ENSP00000326366	0	0	0	0	0	0	0	0.690	0.690
ABCA7	APP	9606.ENSP00000263094	9606.ENSP00000284981	0	0	0	0	0	0	0	0.697	0.697
ABCA7	MS4A4A	9606.ENSP00000263094	9606.ENSP00000338648	0	0	0	0	0	0	0	0.713	0.713
ABCA7	MS4A6E	9606.ENSP00000263094	9606.ENSP00000300182	0	0	0	0	0	0	0	0.720	0.720
ABCA7	SLC24A4	9606.ENSP00000263094	9606.ENSP00000431840	0.045	0	0	0	0.094	0.050	0	0.706	0.726
ABCA7	CASS4	9606.ENSP00000263094	9606.ENSP00000353462	0	0	0	0	0.043	0	0	0.727	0.727
ABCA7	ZCWPW1	9606.ENSP00000263094	9606.ENSP00000381109	0	0	0	0	0.053	0	0	0.762	0.764
ABCA7	TREM2	9606.ENSP00000263094	9606.ENSP00000362205	0	0	0	0	0.056	0	0	0.772	0.775
ABCA7	EPHA1	9606.ENSP00000263094	9606.ENSP00000275815	0	0	0	0	0.055	0.044	0	0.776	0.780
ABCA7	PSEN2	9606.ENSP00000263094	9606.ENSP00000355747	0	0	0	0	0	0	0	0.803	0.803
ABCA7	CLU	9606.ENSP00000263094	9606.ENSP00000315130	0	0	0	0	0.068	0.062	0	0.800	0.810
ABCA7	MS4A6A	9606.ENSP00000263094	9606.ENSP00000435844	0	0	0	0	0	0	0	0.811	0.811
ABCA7	MS4A4E	9606.ENSP00000263094	9606.ENSP00000499123	0	0	0	0	0	0	0	0.823	0.823
ABCA7	BIN1	9606.ENSP00000263094	9606.ENSP00000316779	0	0	0	0	0.063	0	0	0.820	0.824
ABCA7	PICALM	9606.ENSP00000263094	9606.ENSP00000377015	0	0	0	0	0	0	0	0.872	0.872
ABCA7	CD2AP	9606.ENSP00000263094	9606.ENSP00000352264	0	0	0	0	0	0	0	0.883	0.883
ACHE	NGFR	9606.ENSP00000303211	9606.ENSP00000172229	0	0	0	0	0.074	0	0	0.393	0.413
ACHE	TARDBP	9606.ENSP00000303211	9606.ENSP00000240185	0	0	0	0	0	0	0	0.406	0.406
ACHE	APOE	9606.ENSP00000303211	9606.ENSP00000252486	0	0	0	0	0.097	0	0	0.755	0.769
ACHE	SYP	9606.ENSP00000303211	9606.ENSP00000263233	0	0	0	0	0.083	0	0	0.529	0.550
ACHE	IDE	9606.ENSP00000303211	9606.ENSP00000265986	0	0	0	0	0	0	0	0.473	0.473
ACHE	APP	9606.ENSP00000303211	9606.ENSP00000284981	0	0	0	0	0.067	0.735	0	0.769	0.937
ACHE	MME	9606.ENSP00000303211	9606.ENSP00000418525	0	0	0	0	0.067	0	0	0.401	0.417
ACHE	CDK5	9606.ENSP00000303211	9606.ENSP00000419782	0	0	0	0	0	0	0	0.451	0.451
ACHE	MMEL1	9606.ENSP00000303211	9606.ENSP00000367668	0	0	0	0	0.067	0	0	0.462	0.477
ACHE	DLG4	9606.ENSP00000303211	9606.ENSP00000497806	0	0	0	0	0.086	0.093	0	0.425	0.481
ACHE	PSEN2	9606.ENSP00000303211	9606.ENSP00000355747	0	0	0	0	0	0	0	0.489	0.489
ACHE	CD2AP	9606.ENSP00000303211	9606.ENSP00000352264	0	0	0	0	0.068	0	0	0.482	0.496
ACHE	GSK3B	9606.ENSP00000303211	9606.ENSP00000324806	0	0	0	0	0	0.051	0	0.512	0.517
ACHE	SNCA	9606.ENSP00000303211	9606.ENSP00000500990	0	0	0	0	0.060	0	0	0.532	0.541
ACHE	NGF	9606.ENSP00000303211	9606.ENSP00000358525	0	0	0	0	0.044	0	0	0.634	0.635
ACHE	BDNF	9606.ENSP00000303211	9606.ENSP00000414303	0	0	0	0	0	0	0	0.672	0.672
ACHE	PSEN1	9606.ENSP00000303211	9606.ENSP00000326366	0	0	0	0	0	0	0	0.751	0.751
ACHE	MAPT	9606.ENSP00000303211	9606.ENSP00000340820	0	0	0	0	0.074	0	0	0.810	0.817
ACHE	BACE1	9606.ENSP00000303211	9606.ENSP00000318585	0	0	0	0	0	0	0	0.831	0.831
ADAM10	APLP1	9606.ENSP00000260408	9606.ENSP00000221891	0	0	0	0	0	0.072	0	0.667	0.677
ADAM10	APOE	9606.ENSP00000260408	9606.ENSP00000252486	0	0	0	0	0	0	0	0.733	0.733
ADAM10	NOTCH2	9606.ENSP00000260408	9606.ENSP00000256646	0	0	0	0	0.067	0.110	0.400	0.691	0.825
ADAM10	SORL1	9606.ENSP00000260408	9606.ENSP00000260197	0	0	0	0	0.069	0	0	0.478	0.493
ADAM10	CDK5	9606.ENSP00000260408	9606.ENSP00000419782	0	0	0	0	0.050	0	0	0.400	0.406
ADAM10	QPCT	9606.ENSP00000260408	9606.ENSP00000344829	0	0	0	0	0.056	0	0	0.404	0.413
ADAM10	GSK3B	9606.ENSP00000260408	9606.ENSP00000324806	0	0	0	0	0.082	0	0	0.413	0.438
ADAM10	UNC5C	9606.ENSP00000260408	9606.ENSP00000406022	0	0	0	0	0	0	0	0.462	0.462
ADAM10	PRNP	9606.ENSP00000260408	9606.ENSP00000399376	0	0	0	0	0.061	0.078	0	0.447	0.480
ADAM10	CD2AP	9606.ENSP00000260408	9606.ENSP00000352264	0	0	0	0	0.080	0	0	0.458	0.480
ADAM10	MAPT	9606.ENSP00000260408	9606.ENSP00000340820	0	0	0	0	0	0	0	0.486	0.486
ADAM10	APH1B	9606.ENSP00000260408	9606.ENSP00000261879	0	0	0	0	0.049	0	0	0.522	0.526
ADAM10	TREM2	9606.ENSP00000260408	9606.ENSP00000362205	0	0	0	0	0.042	0	0	0.527	0.527
ADAM10	MME	9606.ENSP00000260408	9606.ENSP00000418525	0	0	0	0	0.042	0.095	0	0.516	0.543
ADAM10	AGER	9606.ENSP00000260408	9606.ENSP00000364210	0	0	0	0	0	0	0	0.571	0.571
ADAM10	BACE2	9606.ENSP00000260408	9606.ENSP00000332979	0	0	0	0	0	0	0	0.580	0.580
ADAM10	PLD3	9606.ENSP00000260408	9606.ENSP00000387050	0	0	0	0	0.062	0	0	0.597	0.606
ADAM10	TOMM40	9606.ENSP00000260408	9606.ENSP00000410339	0	0	0	0	0.045	0	0.540	0.177	0.607
ADAM10	MMEL1	9606.ENSP00000260408	9606.ENSP00000367668	0	0	0	0	0	0.093	0	0.587	0.610
ADAM10	CTSB	9606.ENSP00000260408	9606.ENSP00000345672	0	0	0	0	0.047	0.053	0	0.605	0.612
ADAM10	APBB1	9606.ENSP00000260408	9606.ENSP00000477213	0	0	0	0	0	0	0	0.618	0.618
ADAM10	IDE	9606.ENSP00000260408	9606.ENSP00000265986	0	0	0	0	0.121	0	0	0.603	0.636
ADAM10	PICALM	9606.ENSP00000260408	9606.ENSP00000377015	0	0	0	0	0.424	0	0	0.396	0.637
ADAM10	NOTCH4	9606.ENSP00000260408	9606.ENSP00000364163	0	0	0	0	0	0.078	0.400	0.412	0.646
ADAM10	APLP2	9606.ENSP00000260408	9606.ENSP00000497691	0	0	0	0	0.127	0.072	0	0.620	0.665
ADAM10	ADAM9	9606.ENSP00000260408	9606.ENSP00000419446	0	0	0	0.576	0.149	0	0	0.626	0.668
ADAM10	NOTCH3	9606.ENSP00000260408	9606.ENSP00000263388	0	0	0	0	0	0.110	0.400	0.458	0.685
ADAM10	VDAC1	9606.ENSP00000260408	9606.ENSP00000378487	0	0	0	0	0.060	0	0.720	0.121	0.748
ADAM10	PSEN2	9606.ENSP00000260408	9606.ENSP00000355747	0	0	0	0	0	0	0	0.790	0.790
ADAM10	PSENEN	9606.ENSP00000260408	9606.ENSP00000468411	0	0	0	0	0.042	0.322	0	0.744	0.819
ADAM10	EPHA1	9606.ENSP00000260408	9606.ENSP00000275815	0	0	0	0	0.086	0	0.500	0.677	0.839
ADAM10	APH1A	9606.ENSP00000260408	9606.ENSP00000358105	0	0	0	0	0.048	0.322	0	0.790	0.852
ADAM10	NCSTN	9606.ENSP00000260408	9606.ENSP00000294785	0	0	0	0	0.056	0.322	0	0.806	0.865
ADAM10	PSEN1	9606.ENSP00000260408	9606.ENSP00000326366	0	0	0	0	0.160	0.322	0	0.846	0.905
ADAM10	BACE1	9606.ENSP00000260408	9606.ENSP00000318585	0	0	0	0	0.049	0.322	0	0.889	0.922
ADAM10	NOTCH1	9606.ENSP00000260408	9606.ENSP00000498587	0	0	0	0	0.043	0.255	0.750	0.624	0.924
ADAM10	APP	9606.ENSP00000260408	9606.ENSP00000284981	0	0	0	0	0.081	0.351	0.400	0.878	0.950
ADAM10	ADAM17	9606.ENSP00000260408	9606.ENSP00000309968	0	0	0	0.684	0.058	0	0.900	0.596	0.958
ADAM17	NGFR	9606.ENSP00000309968	9606.ENSP00000172229	0	0	0	0	0	0	0.750	0.249	0.804
ADAM17	NOTCH2	9606.ENSP00000309968	9606.ENSP00000256646	0	0	0	0	0.055	0.078	0.900	0.415	0.942
ADAM17	NOTCH3	9606.ENSP00000309968	9606.ENSP00000263388	0	0	0	0	0	0.078	0.900	0.407	0.940
ADAM17	IDE	9606.ENSP00000309968	9606.ENSP00000265986	0	0	0	0	0.042	0	0	0.484	0.485
ADAM17	APP	9606.ENSP00000309968	9606.ENSP00000284981	0	0	0	0	0.042	0.311	0	0.627	0.733
ADAM17	NCSTN	9606.ENSP00000309968	9606.ENSP00000294785	0	0	0	0	0.054	0	0	0.692	0.696
ADAM17	MMEL1	9606.ENSP00000309968	9606.ENSP00000367668	0	0	0	0	0	0.070	0	0.411	0.428
ADAM17	CTSB	9606.ENSP00000309968	9606.ENSP00000345672	0	0	0	0	0.060	0.066	0	0.417	0.444
ADAM17	BACE2	9606.ENSP00000309968	9606.ENSP00000332979	0	0	0	0	0	0	0	0.466	0.466
ADAM17	MAPT	9606.ENSP00000309968	9606.ENSP00000340820	0	0	0	0	0	0	0	0.491	0.491
ADAM17	PSEN2	9606.ENSP00000309968	9606.ENSP00000355747	0	0	0	0	0	0	0	0.560	0.560
ADAM17	GSK3B	9606.ENSP00000309968	9606.ENSP00000324806	0	0	0	0	0.058	0	0	0.570	0.578
ADAM17	APH1A	9606.ENSP00000309968	9606.ENSP00000358105	0	0	0	0	0.049	0	0	0.578	0.581
ADAM17	ADAM9	9606.ENSP00000309968	9606.ENSP00000419446	0	0	0	0.564	0.072	0	0	0.633	0.644
ADAM17	BACE1	9606.ENSP00000309968	9606.ENSP00000318585	0	0	0	0	0	0	0	0.652	0.652
ADAM17	PSENEN	9606.ENSP00000309968	9606.ENSP00000468411	0	0	0	0	0.048	0	0	0.664	0.667
ADAM17	PSEN1	9606.ENSP00000309968	9606.ENSP00000326366	0	0	0	0	0.072	0	0	0.703	0.712
ADAM17	NOTCH4	9606.ENSP00000309968	9606.ENSP00000364163	0	0	0	0	0	0.078	0.900	0.386	0.938
ADAM17	NOTCH1	9606.ENSP00000309968	9606.ENSP00000498587	0	0	0	0	0	0.078	0.900	0.537	0.953
ADAM9	IDE	9606.ENSP00000419446	9606.ENSP00000265986	0	0	0	0	0.074	0	0	0.473	0.491
ADAM9	APP	9606.ENSP00000419446	9606.ENSP00000284981	0	0	0	0	0.073	0.073	0	0.691	0.711
ADAM9	NCSTN	9606.ENSP00000419446	9606.ENSP00000294785	0	0	0	0	0.063	0	0	0.507	0.518
ADAM9	BACE1	9606.ENSP00000419446	9606.ENSP00000318585	0	0	0	0	0.047	0	0	0.526	0.528
ADAM9	PSEN1	9606.ENSP00000419446	9606.ENSP00000326366	0	0	0	0	0.110	0	0	0.392	0.436
ADAM9	BACE2	9606.ENSP00000419446	9606.ENSP00000332979	0	0	0	0	0.067	0	0	0.435	0.450
ADAM9	CTSB	9606.ENSP00000419446	9606.ENSP00000345672	0	0	0	0	0.092	0	0	0.515	0.541
ADAM9	PSEN2	9606.ENSP00000419446	9606.ENSP00000355747	0	0	0	0	0	0	0	0.430	0.430
ADAM9	APH1A	9606.ENSP00000419446	9606.ENSP00000358105	0	0	0	0	0	0	0	0.476	0.476
ADAM9	MMEL1	9606.ENSP00000419446	9606.ENSP00000367668	0	0	0	0	0.051	0	0	0.494	0.499
ADAM9	PSENEN	9606.ENSP00000419446	9606.ENSP00000468411	0	0	0	0	0.042	0	0	0.500	0.501
AGER	APLP1	9606.ENSP00000364210	9606.ENSP00000221891	0	0	0	0	0.049	0	0	0.402	0.406
AGER	LRP1	9606.ENSP00000364210	9606.ENSP00000243077	0	0	0	0	0.048	0	0	0.794	0.795
AGER	APOE	9606.ENSP00000364210	9606.ENSP00000252486	0	0	0	0	0	0	0	0.675	0.675
AGER	IDE	9606.ENSP00000364210	9606.ENSP00000265986	0	0	0	0	0	0	0	0.542	0.542
AGER	APP	9606.ENSP00000364210	9606.ENSP00000284981	0	0	0	0	0	0.070	0.500	0.766	0.881
AGER	NCSTN	9606.ENSP00000364210	9606.ENSP00000294785	0	0	0	0	0.043	0	0	0.427	0.428
AGER	BACE1	9606.ENSP00000364210	9606.ENSP00000318585	0	0	0	0	0	0.042	0	0.631	0.631
AGER	PSEN1	9606.ENSP00000364210	9606.ENSP00000326366	0	0	0	0	0	0	0	0.400	0.400
AGER	CTSB	9606.ENSP00000364210	9606.ENSP00000345672	0	0	0	0	0	0	0	0.485	0.485
AGER	APH1A	9606.ENSP00000364210	9606.ENSP00000358105	0	0	0	0	0.059	0	0	0.407	0.418
AGER	TREM2	9606.ENSP00000364210	9606.ENSP00000362205	0	0	0	0	0.087	0	0	0.397	0.425
AGER	NOTCH4	9606.ENSP00000364210	9606.ENSP00000364163	0	0	0	0	0.125	0.071	0	0.436	0.501
AGER	PSENEN	9606.ENSP00000364210	9606.ENSP00000468411	0	0	0	0	0	0	0	0.419	0.418
AGER	APLP2	9606.ENSP00000364210	9606.ENSP00000497691	0	0	0	0	0	0	0	0.422	0.422
AGER	BDNF	9606.ENSP00000364210	9606.ENSP00000414303	0	0	0	0	0	0.124	0	0.395	0.447
AGER	MME	9606.ENSP00000364210	9606.ENSP00000418525	0	0	0	0	0	0	0	0.558	0.558
AGER	MMEL1	9606.ENSP00000364210	9606.ENSP00000367668	0	0	0	0	0	0	0	0.658	0.658
AIF1	GRN	9606.ENSP00000365227	9606.ENSP00000053867	0	0	0	0	0.111	0	0	0.372	0.418
AIF1	CTSD	9606.ENSP00000365227	9606.ENSP00000236671	0	0	0	0	0.099	0.046	0	0.404	0.443
AIF1	TARDBP	9606.ENSP00000365227	9606.ENSP00000240185	0	0	0	0	0.086	0.046	0	0.574	0.596
AIF1	APOE	9606.ENSP00000365227	9606.ENSP00000252486	0	0	0	0	0.074	0	0	0.580	0.594
AIF1	CD33	9606.ENSP00000365227	9606.ENSP00000262262	0	0	0	0	0.255	0	0	0.354	0.498
AIF1	SYP	9606.ENSP00000365227	9606.ENSP00000263233	0	0	0	0	0	0	0	0.706	0.706
AIF1	IDE	9606.ENSP00000365227	9606.ENSP00000265986	0	0	0	0	0	0	0	0.400	0.400
AIF1	APP	9606.ENSP00000365227	9606.ENSP00000284981	0	0	0	0	0.063	0	0	0.764	0.770
AIF1	MS4A6E	9606.ENSP00000365227	9606.ENSP00000300182	0	0	0	0	0.121	0	0	0.385	0.436
AIF1	BACE1	9606.ENSP00000365227	9606.ENSP00000318585	0	0	0	0	0.086	0.046	0	0.552	0.575
AIF1	GSK3B	9606.ENSP00000365227	9606.ENSP00000324806	0	0	0	0	0	0.099	0	0.392	0.428
AIF1	PSEN1	9606.ENSP00000365227	9606.ENSP00000326366	0	0	0	0	0	0	0	0.578	0.578
AIF1	MS4A4A	9606.ENSP00000365227	9606.ENSP00000338648	0	0	0	0	0.342	0	0	0.301	0.520
AIF1	MAPT	9606.ENSP00000365227	9606.ENSP00000340820	0	0	0	0	0	0.050	0	0.583	0.587
AIF1	CTSB	9606.ENSP00000365227	9606.ENSP00000345672	0	0	0	0	0.165	0.070	0	0.576	0.642
AIF1	CASS4	9606.ENSP00000365227	9606.ENSP00000353462	0	0	0	0	0.080	0.126	0	0.320	0.406
AIF1	NGF	9606.ENSP00000365227	9606.ENSP00000358525	0	0	0	0	0.055	0	0	0.511	0.518
AIF1	TREM2	9606.ENSP00000365227	9606.ENSP00000362205	0	0	0	0	0.152	0	0	0.720	0.752
AIF1	PHF1	9606.ENSP00000365227	9606.ENSP00000363640	0	0	0	0	0.047	0	0	0.450	0.453
AIF1	PRNP	9606.ENSP00000365227	9606.ENSP00000399376	0	0	0	0	0	0.109	0	0.411	0.452
AIF1	SNCA	9606.ENSP00000365227	9606.ENSP00000500990	0	0	0	0	0.059	0	0	0.617	0.624
AIF1	BDNF	9606.ENSP00000365227	9606.ENSP00000414303	0	0	0	0	0	0	0	0.720	0.720
AIF1	MS4A6A	9606.ENSP00000365227	9606.ENSP00000435844	0	0	0	0	0.506	0	0	0.478	0.731
AIF1	DLG4	9606.ENSP00000365227	9606.ENSP00000497806	0	0	0	0	0.049	0.106	0	0.782	0.798
APBB1	APLP1	9606.ENSP00000477213	9606.ENSP00000221891	0	0	0	0	0.111	0.814	0	0.924	0.986
APBB1	LRP1	9606.ENSP00000477213	9606.ENSP00000243077	0	0	0	0	0.080	0.669	0	0.754	0.918
APBB1	APOE	9606.ENSP00000477213	9606.ENSP00000252486	0	0	0	0	0.074	0.052	0	0.606	0.623
APBB1	GSAP	9606.ENSP00000477213	9606.ENSP00000257626	0	0	0	0	0	0.071	0	0.518	0.533
APBB1	SORL1	9606.ENSP00000477213	9606.ENSP00000260197	0	0	0	0	0	0.071	0	0.461	0.478
APBB1	SYP	9606.ENSP00000477213	9606.ENSP00000263233	0	0	0	0	0.086	0.477	0	0.184	0.575
APBB1	APP	9606.ENSP00000477213	9606.ENSP00000284981	0	0	0	0	0.068	0.991	0.900	0.998	0.999
APBB1	NCSTN	9606.ENSP00000477213	9606.ENSP00000294785	0	0	0	0	0	0.072	0	0.520	0.535
APBB1	LRP8	9606.ENSP00000477213	9606.ENSP00000303634	0	0	0	0	0	0.292	0	0.862	0.898
APBB1	BACE1	9606.ENSP00000477213	9606.ENSP00000318585	0	0	0	0	0.111	0.045	0	0.774	0.791
APBB1	GSK3B	9606.ENSP00000477213	9606.ENSP00000324806	0	0	0	0	0	0.331	0	0.418	0.594
APBB1	PSEN1	9606.ENSP00000477213	9606.ENSP00000326366	0	0	0	0	0	0	0	0.703	0.703
APBB1	MAPT	9606.ENSP00000477213	9606.ENSP00000340820	0	0	0	0	0.126	0.294	0	0.392	0.592
APBB1	PSEN2	9606.ENSP00000477213	9606.ENSP00000355747	0	0	0	0	0	0	0	0.588	0.588
APBB1	APH1A	9606.ENSP00000477213	9606.ENSP00000358105	0	0	0	0	0	0	0	0.442	0.442
APBB1	MMEL1	9606.ENSP00000477213	9606.ENSP00000367668	0	0	0	0	0	0.045	0	0.511	0.513
APBB1	MME	9606.ENSP00000477213	9606.ENSP00000418525	0	0	0	0	0	0.045	0	0.411	0.413
APBB1	SPON1	9606.ENSP00000477213	9606.ENSP00000460236	0	0	0	0	0.101	0.043	0	0.781	0.795
APBB1	PSENEN	9606.ENSP00000477213	9606.ENSP00000468411	0	0	0	0	0	0	0	0.456	0.456
APBB1	NOTCH1	9606.ENSP00000477213	9606.ENSP00000498587	0	0	0	0	0.064	0.334	0	0.250	0.492
APBB1	DLG4	9606.ENSP00000477213	9606.ENSP00000497806	0	0	0	0	0.109	0.098	0	0.452	0.521
APBB1	APLP2	9606.ENSP00000477213	9606.ENSP00000497691	0	0	0	0	0	0.799	0	0.925	0.984
APEH	APH1B	9606.ENSP00000296456	9606.ENSP00000261879	0	0	0	0	0	0	0	0.430	0.430
APEH	RHBDL2	9606.ENSP00000296456	9606.ENSP00000289248	0	0	0	0	0	0	0	0.424	0.424
APEH	NCSTN	9606.ENSP00000296456	9606.ENSP00000294785	0	0	0	0	0.131	0	0	0.902	0.911
APEH	APH1A	9606.ENSP00000296456	9606.ENSP00000358105	0	0	0	0	0.067	0	0	0.447	0.461
APEH	PSEN1	9606.ENSP00000296456	9606.ENSP00000326366	0	0	0	0	0.060	0	0	0.516	0.526
APEH	PSENEN	9606.ENSP00000296456	9606.ENSP00000468411	0	0	0	0	0.049	0	0	0.821	0.822
APH1A	NGFR	9606.ENSP00000358105	9606.ENSP00000172229	0	0	0	0	0	0	0.400	0.138	0.460
APH1A	APLP1	9606.ENSP00000358105	9606.ENSP00000221891	0	0	0	0	0	0	0	0.622	0.622
APH1A	GSK3A	9606.ENSP00000358105	9606.ENSP00000222330	0	0	0	0	0.062	0	0	0.421	0.433
APH1A	DTX4	9606.ENSP00000358105	9606.ENSP00000227451	0	0	0	0	0	0	0.400	0.164	0.477
APH1A	APOE	9606.ENSP00000358105	9606.ENSP00000252486	0	0	0	0	0	0	0	0.431	0.431
APH1A	NOTCH2	9606.ENSP00000358105	9606.ENSP00000256646	0	0	0	0	0.042	0.053	0.650	0.419	0.790
APH1A	DTX1	9606.ENSP00000358105	9606.ENSP00000257600	0	0	0	0	0	0	0.400	0.336	0.584
APH1A	GSAP	9606.ENSP00000358105	9606.ENSP00000257626	0	0	0	0	0	0	0	0.757	0.757
APH1A	KLC4	9606.ENSP00000358105	9606.ENSP00000259708	0	0	0	0	0.060	0	0	0.455	0.465
APH1A	APH1B	9606.ENSP00000358105	9606.ENSP00000261879	0	0	0.063	0.954	0	0	0.900	0.755	0.975
APH1A	NOTCH3	9606.ENSP00000358105	9606.ENSP00000263388	0	0	0	0	0	0.053	0.650	0.614	0.860
APH1A	IDE	9606.ENSP00000358105	9606.ENSP00000265986	0	0	0	0	0.049	0	0	0.480	0.484
APH1A	APP	9606.ENSP00000358105	9606.ENSP00000284981	0	0	0	0	0.044	0.807	0.400	0.890	0.986
APH1A	RHBDL2	9606.ENSP00000358105	9606.ENSP00000289248	0	0	0	0	0.044	0	0	0.830	0.831
APH1A	NCSTN	9606.ENSP00000358105	9606.ENSP00000294785	0	0	0	0	0.137	0.999	0.900	0.999	0.999
APH1A	TMED10	9606.ENSP00000358105	9606.ENSP00000303145	0	0	0	0	0.047	0	0.900	0.964	0.996
APH1A	BACE1	9606.ENSP00000358105	9606.ENSP00000318585	0	0	0	0	0	0	0	0.793	0.793
APH1A	DTX2	9606.ENSP00000358105	9606.ENSP00000322885	0	0	0	0	0.043	0	0.400	0.222	0.514
APH1A	PSEN1	9606.ENSP00000358105	9606.ENSP00000326366	0	0	0	0	0.122	0.999	0.900	0.999	0.999
APH1A	BACE2	9606.ENSP00000358105	9606.ENSP00000332979	0	0	0	0	0	0	0	0.599	0.599
APH1A	MAPT	9606.ENSP00000358105	9606.ENSP00000340820	0	0	0	0	0	0	0	0.608	0.608
APH1A	PLD1	9606.ENSP00000358105	9606.ENSP00000342793	0	0	0	0	0	0	0	0.535	0.535
APH1A	DNER	9606.ENSP00000358105	9606.ENSP00000345229	0	0	0	0	0	0.045	0.400	0.338	0.587
APH1A	CTSB	9606.ENSP00000358105	9606.ENSP00000345672	0	0	0	0	0.067	0	0	0.491	0.504
APH1A	PSEN2	9606.ENSP00000358105	9606.ENSP00000355747	0	0	0	0	0.112	0.999	0.800	0.998	0.999
APH1A	KLC1	9606.ENSP00000358105	9606.ENSP00000414982	0	0	0	0	0	0	0	0.439	0.439
APH1A	KLC3	9606.ENSP00000358105	9606.ENSP00000375810	0	0	0	0	0	0	0	0.449	0.449
APH1A	KLC2	9606.ENSP00000358105	9606.ENSP00000399403	0	0	0	0	0.063	0	0	0.451	0.463
APH1A	NGF	9606.ENSP00000358105	9606.ENSP00000358525	0	0	0	0	0	0	0.400	0.145	0.465
APH1A	EPHB2	9606.ENSP00000358105	9606.ENSP00000383053	0	0	0	0	0	0	0.400	0.165	0.477
